index_redacao,prompt,title,essay,c1,c2,c3,c4,c5,score
640,77,,"['Por aproximadamente dois mil anos o cristianismo utilizou-se do evangelho para apresentar padrões que os fiéis, que deveriam segui-los . O controle social parecia ser uma das funções práticas mais nítidas dos assim chamados “mandamentos”, tais o como o “não matarás” e o “não roubarás”. A obediência dos fiéis parecia estar sustentada em algum ponto entre o almejado reino dos céus e o temido inferno.', 'A sexualidade teve papel de destaque em alguns pontos da Bíblia, nos quais se sustentava que Deus criou o sexo para se feito apenas pelo homem com a mulher, como em Gênesis 1: 27. Isso pode ter sido, como vários outros trecho mais diretos, um dos contribuintes para o desenvolvimento de ações homofóbicas. Apesar de não haver apoio explícito à práticas de violência por parte do cristianismo, a sociedade interpreta os ensinamentos da maneira corresponde às contingências em que estão inseridas, e é aí que muitas vezes geminam ações deletérias de agressão.', 'No decorrer da história, inúmeras denominações foram usadas para identificar a homossexualidade, que refletiam sempre o caráter preconceituoso da população que as utilizava. Pecado mortal, perversão sexual e aberração, os homossexuais eram considerados também vítima de castigo divino ou de possessão de entidades malignas. A homossexualidade era assim entendida por pessoas movidas por suas crenças e ideologias . A recente tentativa por parte de um grupo de psicólogas (os) defensoras (es) da “cura gay” parece ser um triste exemplo moderno dessa mentalidade discriminatória.', 'A homofobia implica em uma visão equivocada na qual o indivíduo acredita que a heterossexualidade é superior moralmente e vista como normal em detrimento da homossexualidade, que é vista como anomalia. Mesmo o poder judiciário reconhecendo o direito de pessoas do mesmo sexo viverem legalmente em uma união estável, isso não foi o suficiente para cessar a homofobia, pois é notável que a violência física e verbal ainda persiste .', 'Até mesmo na ciência, décadas atrás, acreditava-se na ideia de que a homossexualidade poderia ser um distúrbio psicológico e que haveria formas de revertê-la. Como exemplo, pode-se citar o matemático Alan Turing, que foi submetido em 1952 a um tratamento com hormônios femininos e castração química. Analogamente, em 1950 a 1960 um grupo de terapeutas brasileiros aplicou um técnica de “curar” a homossexualidade’’ que tinha com base a exposição de fotos de homens nus a homossexuais enquanto os mesmo recebiam choques elétricos ou substâncias que os faziam vomitar, em seguida eram colocados próximos de mulheres. Os resultados obtidos não foram os esperados, visto que os mesmo não obtiveram a “cura”, pelo contrário, os experimentos contribuíram para o desenvolvimento de traumas psicológicos.', 'Portanto, observa-se que a homofobia ainda é um grande problema no mundo, e no Brasil o revés parece estar em crescimento. Um caminho possível para amenizar essa adversidade seria a aprovação de legislações específica voltada para a inserção e garantia de direitos à população LGBT no sistema jurídico, bem como a sensibilização da sociedade para esse assunto por meio de programas televisivos, como as novelas, as séries e as propagandas, visto que essas são de interesse popular. Essa campanha também poderia ser adota pelas e igrejas. As universidades poderia abrir mais debates sobre o tema e incentivar os acadêmicos a fazerem pesquisas e escreverem artigos a respeito.']",160,120,120,160,120,680
643,50,Combate ao Covid-19,"['Ciêntistas e especialistas estão trabalhando incessantemente para combater a proliferação do novo covid-19. Originado na China, por meio do consumo irregular de animais silvestres, a doença se espalhou rapidamente virando uma pandemia mundial. Como tentativa de evitar o aumento da mesma , autoridades da área da saúde defendem o isolamento social.', 'Com toda atenção da área da saúde voltada ao novo corona vírus, ciêntistas descobriram que as principais vias de transmissão são gotículas salivares, tosse e espirro, por isso, indicam o uso de máscaras e luvas. A forma de proteção considerada mais eficiente é o isolamento social, evitando aglomerações e contato com outras pessoas. Diferente de outras doenças que levam um longo período para o desenvolvimento de antídotos e tratamentos.  O covid-19 em seus primeiros casos chama a atenção de centros de pesquisa que entram en ação rapidamente para a elaboração de uma nova vacina.', 'De um lado temos o isolamento social e do outro a queda na econômica do país. Com o novo mandato para que as lojas permaneção fechada, as empresas acabam não gerando o lucro necessário para se mater no mercado. Em primeiro lugar, devemos nos preocupar com a saúde da população utilizando outros meios de compras mantendo  os devidos cuidados e o isolamento social. Novos aplicativos surgiram para facilitar a compra e venda de produtos evitando  o contato físico e o aumento da pandemia.']",160,120,120,160,120,680
645,46,Saneamento básico,"['A história do saneamento básico e tratamento de água e esgoto no Brasil começou em 1561, quando o fundador Estácio de Sá mandou escavar o primeiro poço para abastecer o Rio de Janeiro. Na atualidade, entretanto, a população morando nas áreas urbanas cresceu exponecialmente, mas os serviços básicos como água e esgoto tratados não acompanhou esse crescimento.', 'Inicialmente, segundo dados do IBGE , cerca de 35,7%, dos domicílios no país não têm acesso a rede de esgoto e água tratada. Desse modo, o Senado aprovou o novo marco legal do saneamento básico, mas para isso acontecer é necessário a privatização desses serviços. Uma vez que, infelizmente essa área recebe pouco investimento do Estado.', 'Além disso, a população que mora nas periferias são as mais carentes desses serviços essenciais de acordo com o portal de notícias G1.Nesse sentido, a falta de saneamento básico tem consequência direta na vida dessas pessoas e para cada real gasto nessa área o Estado economiza nove reais em saúde segundo pesquisas do Ministério da Saúde.', 'Portanto, para que esse impasse evolua e a privatização do saneamento básico seja possível. Cabe ao Governo Federal sancionar a lei que libere as empresas privadas a gerenciar o novo marco legal dos serviços essenciais como água e esgoto tratados. Nesse sentido, a população das áreas periféricas podem receber esses recursos,somando a isso, é necessário que as instituições gerenciadoras do saneamento liberem cotas para pessoas de baixa renda com a finalidade de que elas possam pagar para ter acesso a esses serviços. Uma vez que,  o Estado não foi capaz de solucionar esse problema.']",160,120,120,160,120,680
649,48,"Análise das UPAs e cirurgias, SUS","['O Sistema unico de saúde  instituído na instituição de 1988 teve grandes avanços como também alguns obstáculos. Será analisado a partir de suas UPAS, Unidades de Pronto Atendimentos que devem fornecer o básico a população como: atendimentos, remédios, vacinas, inclusive cirurgias e a necessidade no número de médicos.', 'No que se refere ao atendimento tanto por telefone quanto presencial, os pacientes podem chegar a ficar horas e até dias de espera. Quando chegam na UPA, existem filas de pessoas em atendimento que em alguns casos chegam a falecer. Se há uma deficiência elementar numa unidade básica de atendimento, fica evidente a lesão em todo o sistema . No que tange os remédios e vacinas a limitação do teto da saúde com a constituição de 1995 prejudicou ainda mais o desempenho do sistema . Há pessoas que saem das UPAS sem medicação. É preciso solucionar essas deficiências  pois uma população doente é uma economia fraca e um país estagnado em todas as outras áreas.', 'Há ainda carência de vacinas e s vezes até de gesso para precaução das pessoas e as que se acidentam. Além de pacientes no que cerne as cirurgias que necessitam de marcapassos ou mesmo hemodiálise e ficam anos na fila de espera e chegam até mesmo a óbito . Outrossim é a decadência no quadro de profissionais, grande obstáculo devido a má valorização econômica dos médicos que preferem trabalhar para os hospitais privados ou vão para o exterior se especializar e se empregar . Isso acontece pelo valor das cirurgias que é pago pelo Estado para os doutores muito aquém do privado . É notório avanços, mas também grande descaso com a saúde pública quando se analisa sua unidade básica, que dirá, as mais complexas como os hospitais e o crescente número de leitos em UTIs devido as negligência dos princípios básicos de atendimento.', 'Uma forma de superar todos esses problemas seria o Ministério da Saúde orientar às secretarias em primeiro lugar a criar um convênio com baixa de imposto para todas as farmácias do país. Em segundo lugar  dobrar o orçamento da saúde e superar o obstáculo financeiro das cirurgias e quadro de médicos. Além de uma revolução burocrática na hora do atendimento. Desse modo é possível cumprir a constituição em seu artigo 196. ""A Saúde é um dever do Estado e um direito de todos.""']",160,160,120,120,120,680
651,46,A Privatização é o ideal?,"['O saneamento básico no Brasil é essencial por melhorar a qualidade de vida das pessoas,mas nem todo mundo tem acesso,e a privatização é um meio de fornecer água tratada e a coleta de esgoto.Mas essa medida não atende a maioria da população,há também o aumento das tarifas de água e esgoto.', 'A princípio a privatização é para a melhoria do saneamento básico,mas eles só atendem os municípios com maior renda per capita ,e deixam de lado as periferias,e populações de baixa renda que continuam sem o saneamento básico e ficam expostos a doenças e bactérias.', 'Outrossim é o aumento nas tarifas de água e esgoto,s empresas fazem isso como um meio de lucro,mas muitas pessoas não conseguem arcar esse aumento e acabam ficando sem essa privatização do saneamento básico.', 'Torna-se evidente,portanto que a privatização do saneamento básico deve atender a maioria da população.Por isso o Ministério das Cidades deve criar propostas, por meio de reuniões e palestras  para que as empresas possam tornar a privatização bom para todos,para que a população possa ter uma boa qualidade de vida sem nenhum risco saúde.']",160,120,120,160,120,680
656,49,A importância dos influenciadores na era da globalização,"['Com o advento da internet e a consolidação da globalização,  criou-se um cenário global no qual milhões de pessoas poderiam se conectar e ter acesso à informação acerca de diversos assuntos, o que permitiu, por exemplo, a criação de profissões como a dos influenciadores digitais. Através das redes sociais, esses usuários geram conteúdo e atraem seguidores, que muitas vezes têm confiança na informação divulgada pelos influenciadores e desse modo não os questiona.', 'No entanto, essa forma de pensamento pode levar à disseminação de notícias falsas se um influenciador não pesquisar as informações em fontes confiáveis antes de postá-las. Porém, caso seja feito um controle, esses profissionais podem usar sua influência de maneira contrária, combatendo a desinformação. Recentemente, devido à pandemia do novo coronavírus, a Cruz Vermelha contratou cerca de trinta influenciadores digitais para combater a desinformação do público através da divulgação de conteúdos essenciais acerca da doença. Essa medida foi tomada  pois, embora haja uma lista sobre as informações falsas em circulação no site da Organização Mundial de Saúde (OMS), essa não é acessível a todos e não impede a propagação dessas informações.', 'Atitudes como essa demonstram que, ao contrário do que alguns pensam, os influenciadores exercem um papel importante, o qual pode beneficiar grandes organizações ou pequenas empresas, visto que são uma boa estratégia de marketing. Porém, ao “formalizar” esta profissão, faz-se necessária a criação de uma legislação, proibindo a divulgação de conteúdos que desrespeitem os direitos autorais ou que contenham qualquer forma de discriminação.', 'Em suma, pode-se concluir que os influenciadores digitais exercem um papel de grande impacto na nossa  sociedade e, portanto, devem ser regulamentados, o que pode ser feito através de uma lei que determine regras acerca dos conteúdos publicados e que defina média salarial e carga horária para os influenciadores contratados por empresas . Outrossim, deve ser estabelecido um mecanismo de controle em redes sociais para evitar o compartilhamento de notícias falsas, como a exclusão de postagens após a denúncia ou confirmação de que seu conteúdo é ilegítimo e a realização de acordos com agências como a Lupa, que pesquisam e contradizem essas notícias. Desse modo, além de gerar empregos, seria assegurada a segurança e confiança dos usuários nas mídias.']",160,160,120,120,120,680
666,80,Destruindo o racismo,"['O preconceito racial no Brasil deve ser combatido primeiramente nas próprias mídias nacionais e depois exterminado através  de uma ação social em todas as escolas do país, com o intuito de educar as crianças e jovens para não cometerem esse crime. Porém, isso só se tornará possível se todos começarem a refletir e a querer a mudar as suas atitudes em relação ao preconceito racial.', 'A discriminação contras os negros no país poderá ser encerrada,  se um projeto de lei,   proibir às  mídias nacionais de utilizar de uma forma excessiva a imagem de qualquer indivíduo da cor em papeis, como em novelas ou filmes, como se eles fossem bobos, eternos serviçais, analfabetos ou ainda como bandidos. Isso de fato irá se caracterizar como um repressão contra a liberdade de expressão das mídias, mas a justiça e os demais devem entender que, para se fazer um filme ou uma telenovela,   utilizando-se os negros, eles não precisam personificarem sempre esses papeis.', 'Além desta  ação, o racismo também poderá ser neutralizado se uma grande mobilização social nas escolas de todo o país for posta em prática, com a finalidade de instruir crianças e jovens com materiais didáticos em forma de panfletos ou apostilas,   de que os negros não devem ser hostilizados,   só porque a cor deles é diferente das delas. Fora isso, o material deve apontar também que,   os negros têm uma vasta contribuição cultural em nosso país, seja elas em forma de danças, cânticos religiosos ou culinária   e que eles são indivíduos como qualquer um.', 'O Brasil tem tudo para combater o preconceito racial em toda a sua extensão, seja o coibindo nas mídias   ou  nas escolas. Porém, isso só se tornará possível se todos começarem a refletir e a querer a mudar as suas atitudes em relação ao racismo, pois   caso contrario, de nada irá adiantar se cada pessoa não começar a se reeducar para eliminar de vez esse costume tão arcaico e errado.']",160,120,120,120,160,680
674,43,Opiniões dissimuladas nas redes sociais,"['A cultura do cancelamento nas redes sociais é uma questão que divide diferentes opiniões no Brasil e ao redor do mundo. Uma prática recente que vem se propagando cada vez mais, principalmente com o avanço da tecnologia. Tal cultura começou como uma forma de trazer a atenção do público para causas sociais, judiciais e ambientais e amplificar a voz de grupos reprimidos, além de forçar ações políticas de marcas ou figuras públicas.', 'Vale mencionar que essa cultura ocorre quando uma marca, artista ou pessoa é ejetado de sua posição de influência ou fama, depois de uma ação questionável como a injúria, o preconceito ou só pelo fato de possuir uma opinião diferente da maioria . Segundo o site de notícias da Uol, os boicotes virtuais estão se descolando de atos concretos e alimentando a intolerância, na maior parte só por causa de uma opinião diferente. Quem mais sofre com isso são os famosos e super famosos, pois perdem patrocinadores e parte dos fãs. Bem como afirmou o político e sociólogo americano Daniel Patrick Moynihan: “Todos têm direito à própria opinião, mas não aos seus próprios fatos”.', 'Além do mais o Brasil já vem sofrendo muito com as famosas “fake news”, notícias falsas que são amplamente transmitidas . Pessoas influentes ou marcas podem ser vítimas delas, se posicionarem equivocadamente e assim gerar maiores complicações para si mesmo e para seus seguidores. Sem dúvidas também pode acontecer isso em eleições, candidatos ou partidos manifestarem opiniões opostas ou terem atitudes ilegais e serem duramente combatidos com um possível cancelamento em suas redes sociais.', 'Em virtude de tudo que foi mencionado, é certo que medidas devem ser feitas para a resolução desse problema. Havendo uma fiscalização em redes sociais para detectar possíveis crimes, ou opiniões que possam gerar grandes discórdias na população, identificando e aplicando uma punição exemplar. Mas primeiro seria necessário o MP Ministério Público,  criar um órgão para desenvolver  esse papel e que também poderia atuar no combate às fake news . Isso sendo feito acabaria evitando assim a cultura de cancelamento nas redes sociais.']",160,160,120,120,160,720
675,49,O PERIGO MUNDIAL DAS CELEBRIDADES DIGITAIS,"['Recentemente, o debate sobre os influencers esteve em alta;  não só pelo seu aumento em popularidade nos últimos anos, mas pelas questões sobre o nível da influência que eles exercem sobre seus milhões de seguidores. Antes da internet, influenciadores já existiam — cronistas expondo suas visões no jornal, famosos fazendo propagandas de marcas e produtos, a lista é extensa . O que diferencia, no entanto, estes influenciadores dos digital influencers é o seu alcance . Atualmente, um só tweet pode ser lido pelo mundo inteiro. Logo, quando estas celebridades digitais propagam ideias imorais e estilos de vida questionáveis, causam impacto mundial.', 'Durante o isolamento social devido à pandemia do coronavírus, a influenciadora digital Gabriela Pugliesi deu uma grande festa, ignorando as recomendações de saúde. Não muito tempo atrás, Pugliesi fora ao casamento de sua irmã apesar da pandemia, o que resultou na contração do vírus por vários convidados, incluindo a própria influencer. Gabriela excluiu sua conta no Instagram após receber críticas ao seu comportamento, mas isso não apaga o fato de que ela reforçou a ideia de que a situação da COVID-19 não é algo sério, quando em realidade já matou milhares de pessoas.', 'Nos EUA, o youtuber Jake Paul causou polêmica ao passar a propagar, em seus vídeos e em seu último tour, a ideologia de que a escola é inútil e que o sistema de educação acadêmica é falho. É importante frisar que seus fãs são, majoritariamente, o público infantil. Influenciados pelo youtuber, muitas crianças podem começar a negligenciar a educação e, desta forma, prejudicarão seu futuro . De fato, um diploma não é um fator decisivo no sucesso de um indivíduo, mas até figuras como Steve Jobs e Bill Gates, que abandonaram a faculdade, afirmam que a educação e a busca por conhecimento é vital na jornada ´para um futuro melhor.', 'Por fim, é nítido a necessidade de controlar o poder dos influenciadores digitais. No entanto, não cabe às redes sociais censurá-los toda vez que dizerem uma opinião controversa. Aliás, tal ação seria ferir a liberdade de expressão no espaço digital. A solução, portanto, fica nas mãos das empresas que patrocinam os influencers . Ao deixar de apoiá-los financeiramente, os influenciadores não terão outra escolha além de reavaliarem suas ações e o conteúdo que eles oferecem a seu público.']",160,160,120,160,120,720
676,50,Coronavírus,"['Em 1948, a Declaração Universal de Direitos Humanos (DUDH) reconheceu a saúde como um direito inalienável de toda e qualquer pessoa e como um valor social a ser perseguido  por todos. Trazendo  para a atualidade, percebe-se que a ciência exerce papel fundamental na garantia desse direito, já que é por meio desta área que várias descobertas são realizadas tanto como forma de prevenção quanto ao combate de diversas doenças , como a atual pandemia mundial, vírus Covid - 19. O Brasil passa por um momento de crise econômica, sobretudo na produção científica, devido ao contingenciamento adotado pelo governo federal atual.', 'Primeiramente, destaca-se a importância do isolamento social, como precaução, não somente no país de origem, mas também entre as nações, já que através da quarentena é possível restringir de maneira eficiente a contaminação entre a população. Sem a implantação dessa medida, percebe-se que o contágio tende a ser em maior proporção e com isso haverá dificuldade em administrar a situação, visto que o número de leitos nos hospitais não comportarão esse contingente. O país, acertadamente, conseguiu controlar a última pandemia, influenza A H1N1, entre os anos 2009 a 2010, adotando medidas preventivas,  através de estudos realizados a partir do ano de 2006. Diante disso, não houve muitos problemas em controlar a doença, pois já tinha tomado as ações necessárias ao combate do vírus.', 'Ademais, na contramão de uma solução atual , apesar de o Brasil ter diminuído os recursos na produção científica, cientistas locais estão interligados com outros no restante do planeta, com o objetivo comum de descobrir uma vacina para a cura do coronavírus. Pesquisadores da Universidade de São Paulo (USP), em parceria com a Universidade de Oxford, conseguiram sequenciar o genoma do vírus em 48 horas , essa descoberta foi fundamental para entender como se dá a mutação do vírus e como uma vacina pode ser criada para evitar ainda mais o contágio comunitário.', 'Em face dos aspectos apresentados, conclui-se que faz-se necessário ações políticas no sentido de fortalecimento da rede científica. Segundo a professora e pesquisadora da Fio Cruz, Deisy Ventura, “Um país Soberano precisa ter instituições de pesquisa fortes e valorizadas”. Portanto, cabe ao Estado, por meio dos Ministérios da Economia e da Saúde, os investimentos essenciais na área científica, aumento de profissionais e valorização desses. Além disso, é indispensável o alinhamento entre os Estados e Municípios, a fim de combater o Covid – 19 e possa ser garantindo saúde a todos, conforme reconhecida pela DUDH como um direito inaliável e valor social.']",160,160,120,160,120,720
679,48,Sem título***,"['O SUS  é uma importante instituição pública que atende toda a população brasileira, indo desde atendimentos mais simples até cirurgias mais complicadas . Entretanto, por maior importância que o sistema de saúde universal tenha, é de conhecimento geral que há muitos problemas que ainda devem ser resolvidos. Seria então uma solução acabar com o SUS?', 'A resposta para essa pergunta é não . O sistema de saúde pública no Brasil é essencial, pois cerca de 78% dos cidadãos brasileiros dependem exclusivamente dele. Sem ter como pagar por uma consulta, muito menos por uma cirurgia, na rede privada, são os hospitais públicos que a maioria da população procura . O Sistema Único de Saúde atende desde casos mais primários até procedimentos cirúrgicos de alta complexidade, um exemplo: transplantes. Oferece gratuitamente, também, vacinas e remédios para diversas doenças. Acabar com isso tudo seria, no mínimo, muito irresponsável, podendo até gerar uma crise sanitária no país.', 'Contudo, não é de hoje que são encontrados problemas em hospitais públicos. Um exemplo disso é a longa espera para marcar uma consulta - segundo uma pesquisa realizada pelo Fisc Saúde, o Brasil ficou em 27º lugar num ranking de 30 países quando o assunto se tratava de número de consultas por habitante no ano de 2012. Outro exemplo amplamente citado é a de que não há leitos nem médicos suficientes para atender a demanda, além da má administração financeira… Esses são apenas alguns dos vários problemas que precisam urgentemente ser resolvidos no sistema universal.', 'SUS é necessário, mas problemático. Portanto, é fundamental tomar algumas medidas para resolver esse impasse. Primeiramente, é indispensável colocar alguém capacitado para gerir os recursos financeiros voltados para o SUS e então aumentar os investimentos na área da saúde ; diminuir o excesso de burocracia para que o procedimento de marcar uma consulta possa ser agilizado ; e ainda aumentar a disponibilidade de médicos para atender no setor público . Dessa forma, talvez um dia o Brasil se torne um exemplo mundial na área da saúde pública.']",160,160,120,160,120,720
682,79,Segunda Chance,"['Quem educa a criança jamais punirá o adulto. Educar é preciso para o sistema mudar, a realidade prisional do Brasil é de caos total, não existe um projeto de reabilitação e ressocialização dos condenados, e sim um deposito  de gente entregues ao azar. Nesse país se uma pessoa for pobre, preto, ignorante e sem profissão pior pra ele. Agora, se for tudo isso e ex- prisioneiro é o fim dele. Isso mesmo, aqui, a sociedade não perdoa os erros do outro, quem comete um erro pagará a vida inteira, se for pobre.', 'No ano de 2000, um jovem estudante baiano roubou três livros de uma livraria para estudar. Foi parar no presidio da Mata escura na hora, sem julgamento nem condenação. Em julho de 2013  Thor Batista, filho do empresário Eike Batista, foi condenado por homicídio culposo. Pena? Prestar serviços comunitários por dois longos anos. Ora, parece brincadeira, só que não é, e tudo parece muito injusto para se transformar   já que a injustiça já vem de brinde na saga de grande parte da população menos favorecida brasileira.', 'Como melhorar um sistema injusto onde a força da injustiça é aceita como normal? Onde você é ensinado a acreditar que não vale nada e que não presta para nada? Tem que haver uma mudança de valores urgente, tem que acreditar. Não pode tratar essas pessoas como lixo. E  dever desses estabelecimentos resgatar a dignidade humana dos que cometeram erros, e não,  condená-los a uma pena eterna.', 'A educação é o único caminho, os presídios têm que gerar renda, eles devem ser obrigados a trabalhar e estudar, nada de armas nem drogas. E muito menos comunicação com a vida fora dos muros da prisão  afinal é pena ou férias? O que aconteceu em Manaus não deve se repetir nunca mais nem no Brasil nem no mundo. Violência só gera mais violência, o governo deve pensar na frente, prisão deve ser um lugar para dar uma nova chance para alguém e não o fim de toda humanidade restante. Bandido bom é transformado em cidadão.']",160,120,120,160,160,720
684,63,,"['Segundo a declaração universal dos direitos humanos, publicada em 1948,todo indivíduo tem direito saúde,segurança e bem-estar social. Em oposição a tal preceito do documento,vê-se que muitos brasileiros,no século XXI,sofrem com os impactos ambientais resultantes da ação de grandes corporações. Um exemplo disso é a recente tragédia ocorrida em Brumadinho, que afetou grande parte da população local,deixando mortos e feridos.', 'A educação é o fator principal no desenvolvimento de um país. Hodiernamente, ocupando a nona posição na economia mundial, seria racional acreditar que o Brasil possui um sistema público de ensino eficiente. Contudo, a realidade é justamente o oposto e o resultado desse contraste é claramente refletido nos impactos causados ao meio ambiente. ""Ser humano, terra e natureza se pertencem mutuamente. Por isso é possível forjar um caminho de convivência pacífica. É o desafio da educação."" (Leonardo Boff ). Diante do exposto, a educação em relação a preservação ambiental é fundamental para mudar esse cenário.', 'Faz-se mister, ainda, salientar a impunidade como impulsionador do problema. De acordo com Zygmunt Baumam , sociólogo polonês, a falta de solidez nas relações sociais, políticas e econômicas é a característica da ""modernidade líquida"" vivida no século XXI. diante de tal contexto, a melhora de leis que protejam o meio ambiente é uma das soluções para sanar esse problema.', 'Portanto, medidas são necessárias para atenuar a problemática. É imprescindível que o ser humano reconheça que é fundamental preservar o meio ambiente, tomando medidas como, reflorestar áreas desmatadas, fazendo uso consciente dos recursos naturais, dentre outros , afim de amenizar os impactos do ser humano sobre a natureza. Além disso, é essencial que o poder legislativo, crie leis mais rigorosas que garantam a preservação da natureza.']",160,160,120,160,120,720
690,48,Brasil,"['Em 1970, apenas 1% do orçamento da união era destinado para a saúde. Ao mesmo tempo, surgia o movimento Sanitarista, formado por profissionais de saúde, intelectuais e partidos políticos. Eles discutiam as mudanças necessárias para a saúde publica no Brasil, evento o qual proporcionou muitas conquistas para o sistema publico de saúde, entretanto a saúde publica atual no Brasil sofre desafios do ma gerenciamento e de falta de investimentos financeiros.', 'Por conta disso, a população brasileira sofre com um sistema de saúde precário, e sem estrutura. Recurso o qual é muito acessado pela população . A falta de profissionais de saúde, equipamentos, leitos e tecnologia baixa nos hospitais, agrava a situação, que na maioria das vezes os pacientes recebem atendimento nos corredores, a falta de infraestrutura acaba agravando o estado do paciente . O sistema de saúde público tem o dever de garantir atendimento a todos de forma integral e gratuita,no momento atual o sistema de saúde no Brasil está entrando em colapso por conta da alta demanda de pacientes nos hospitais, por conta da pandemia do coronavírus .Atualmente o SUS  cobre 75% da população brasileira, o que exige recursos e investimentos.', 'Diante disso é importante ressaltar a importância de um sistema de saúde publico e de qualidade, para proporcionar melhor qualidade de vida e saúde para aqueles que não possui recursos para recorrer,  a uma instituição privada. O desemprego no Brasil ficou em 12,2% no primeiro trimestre de 2020, segundo o IBGE (Instituto Brasileiro de Geografia e Estatística), se considerarmos que se o Brasil não houvesse adquirido um sistema de saúde público como o SUS, no momento atual em que enfrentamos , a população estaria em uma situação alarmante, pois não teria muitas alternativas para recorrer.', 'Tendo em vista os aspectos mencionados, é imprescindível o acompanhamento constante dos governantes no sistema de saúde publico, para garanti qualidade e precisão no atendimento, além de investimentos através de tecnologia , mais leitos e contratação de mais profissionais de saúde, ou seja buscando averiguar os problemas presentes, e buscando resolver com precisão estabelecendo assim, um sistema competente.']",160,160,120,160,120,720
699,50,Coronavirus,"['É notório que a ciência é um dos patamares mais importante na sociedade, com as chegadas das tecnologias trouxeram mais possibilidades de explorar  .Entretanto, o mundo enfrenta uma grande pandemia do novo coronavrus, cientistas do mundo todo estudam para combater essa situação tão grave que acaba matando milhares de pessoas.', 'Primeiramente, o mundo passa por uma crise crucial que afeta a população, com as portas fechadas de mercadorias, escolas, universidades e de outros acessórios de importância, o mundo todo é afetado . A ciência estuda dia e noite para combater esse problema tão relevante, tentando descobrir a solução para esse vírus,', 'Além disso, milhares de pessoas morreram com o novo covid-19, começando pela hina, onde se espalhou, chegando na Itália, com o aumento de pessoas infectadas, muitas pessoas foram a óbito . Sabe-se,  que é necessário o isolamento domiciliar para evitar essa doença tão mortal, precisa-se que o povo tenha consciência para evitar o máximo possível de contato físico.', 'Diante do exposto, a ciência é a ferramenta mais importante para resolver a questão do coronavirus. É necessário que todos os governos  investam na ciência, na educação, pois sem esse efeito não há solução para o problema, é preciso mais atenção para dentro dos hospitais com estrutura de qualidade e recursos melhores, com agente preparado para qualquer situação.']",160,160,120,160,120,720
702,50,Atualidade Atemporal,"['O filme norte americano Osmose Jones , retrata uma interessante viagem pelo sistema imunológico humano e a luta do personagem Jones contra um novo tipo de vírus, chamado Thrax. O plano de Thrax é se multiplicar rapidamente e matá-lo em 48 horas para, desta forma, ficar conhecido pela medicina como uma nova e terrível doença. Fora da ficção,percebe-se uma analogia entre Thrax e o atual vírus COVID-19 que assola o mundo ora por sua diligência ora por provocar mortes .Logo, é imprescíndivel destacar a importância da ciência frente a pandemias e epidemias e a necessidade do governo frente à valorização de cientistas  bem como o apoio dos mesmos para o maior incentivo as inovações técnico científicas nacionais.', 'A priori, insta  ressaltar que a ciência é crucial para o desenvolvimento da sociedade ao contribuir consideravelmente para o avanço desta,visto que é responsável por várias mudanças sociais desde seu surgimento .Diante disso, um país que investe em inovações científicas corrobora para uma maior garantia social dos hodiernos , são importantes porque a premissa de Albert Einstein garante que a nossa ciência, comparada com a realidade, é primitiva e infantil – e, no entanto, é a coisa mais preciosa que temos .Assim,é preciso um maior apoio governamental para que todos tenham seu deleite assegurado,visto que a contaminação independe de classes sociais.', 'Outrossim, percebe-se que o vírus em si afeta não somente à saúde dos indivíduos, como atua diretamente em questões econômicas e politico-estruturais dos países. Na perspectiva sociológica de Émile Durkheim, ratifica-se que o avanço do coronavírus é uma anomia, porquanto revalida para a desintegração social e os mais diversos conflitos. Desse modo, é relevante ressaltar uma maior preparação do país através do insentivo na área da saúde.', 'Infere-se,portanto, a imperiosa necessidade do apoio científico nacional frente a pandemias. Nesse aspecto, é preciso que o Governo Federal juntamente com a Secretaria de Gestão do Trabalho e da Educação na Saúde (SGTES) faça projetos e reuniões  na assembleia por meio de leis que aumentem o apoio aos profissionais na área da saúde com o intuito de mudanças e maior incentivo aos cidadaõs infectados que necessitam da ajuda destes para sobreviverem . Assim, será plausível mudanças sociais para que o atual vírus não torne-se uma nova e terrível doença como Thax no filme Osmose Jones..']",160,160,120,160,120,720
